imagem,categoria,confianca
imagem1.png,saudavel,0.41753055555555557
imagem2.png,doente,0.0
imagem3.png,saudavel,0.49559464308599255
imagem4.png,doente,0.0
imagem5.png,saudavel,0.5122277951179028
imagem6.png,doente,0.0
